trackName,artistName,msPlayed,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,plays
SALLIE MAE,Duckwrth,63123,5RiBy4V6FxSLZyszSzjujM,0.47,0.641,10,-10.08,0,0.442,0.206,0.0,0.0745,0.387,151.739,179960,4,0.35076128028450765
Help Yo Self,Xavier Wulf,62695,2knndNgMLqT2QsutR1y9Jz,0.725,0.613,1,-9.724,1,0.295,0.271,0.0,0.294,0.397,145.284,125074,4,0.5012632521547244
6 Man,Drake,62324,4kdfjhj9xNkYU0R8xlDy8k,0.812,0.535,4,-9.306,1,0.449,0.217,0.0,0.114,0.321,78.974,167653,4,0.3717440188961725
Let You Down,NF,62012,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4,0.2923439562511786
Say It - Clean Bandit Remix,Flume,61720,5GzTHvSE2d57RVCZUPHmLU,0.771,0.635,1,-5.26,1,0.0402,0.0367,0.0045,0.0711,0.312,129.998,330636,4,0.18667053799344294
RACECAR,Aries,61510,7JdarpX08FLhmfNZpxqgUO,0.708,0.729,8,-7.618,1,0.0311,0.0675,0.0,0.165,0.562,117.003,157436,4,0.39069844254173125
Pop Thieves (Make It Feel Good),Childish Gambino,61246,77hL9s5AHzOhgXFxbLCdv1,0.489,0.83,5,-8.546,0,0.0703,0.0755,1.15e-05,0.105,0.0741,104.815,309480,4,0.19789970272715524
S.L.U.T.,Bea Miller,61071,6h3lMAmmpQDFqoHk9F99IR,0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,179147,4,0.3408988149396864
IGOR'S THEME,"Tyler, The Creator",60908,51RN0kzWd7xeR4th5HsEtW,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4,0.3034884126501672
French Inhale,[bsd.u],60448,4JLI9AgtAXutJvjlXgZBoR,0.87,0.146,8,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,108078,4,0.5592997649845481
Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,60344,650OeHTLxZAQmb4aEbGmaA,0.697,0.84,9,-4.602,0,0.054,0.106,0.0,0.748,0.452,128.034,211413,4,0.2854318324795542
stupid horse,100 gecs,60317,23Dapn8107GgxvXDIsPwWm,0.526,0.902,3,-4.876,1,0.314,0.0529,0.0,0.531,0.797,168.188,121682,4,0.49569369339754443
WAR TIME ALL THE TIME,$uicideBoy$,60172,0muyqlnerINIqPQ3rTMAaI,0.728,0.662,7,-8.341,1,0.0721,0.00752,0.0,0.441,0.146,134.902,145582,4,0.4133203280625352
Nephew (feat. Lil Pump),Smokepurpp,60145,0ibOcbkp2XG46Do8jcy0bL,0.792,0.454,9,-6.753,1,0.458,0.00422,0.0,0.285,0.674,161.993,202963,4,0.2963347999389051
Hard (feat. Tay-K and BlocBoy JB),No Jumper,60021,32OkBQinMWqa7ZydEkHqVi,0.886,0.542,1,-5.424,1,0.338,0.113,0.0,0.151,0.314,83.519,138997,4,0.4318150751455067
It's Hard To Win When You Always Lose,$uicideBoy$,59987,587E2XaJzfaZ0X28EqWVTW,0.683,0.59,5,-5.12,0,0.161,0.00326,0.0,0.236,0.316,159.998,86021,4,0.6973529719487102
bblu (feat. Cuban Doll),P-Lo,59849,1FMGcvC1lC3bZTmom9tdYu,0.941,0.511,10,-8.28,0,0.167,0.0197,0.0,0.375,0.684,95.987,165244,4,0.36218561642177627
I Wish You Would,Taylor Swift,59840,1B5VzXPqMlvRw0U4HJY3dJ,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,207440,4,0.2884689548785191
Hit the Floor,Linkin Park,59494,5VYbLzAplnqPaGNpcf8qhZ,0.74,0.959,9,-3.692,1,0.193,0.0629,0.0,0.0444,0.878,150.007,164213,4,0.362297747437779
"10,000 Degrees",$uicideBoy$,59438,4nutwPQrK56fFmrAMgyPhz,0.72,0.727,1,-8.16,1,0.221,0.0193,0.0,0.107,0.277,77.991,189109,4,0.3143055063481907
Dangerous World (feat. Travis Scott & YG),Mustard,59256,4pM4yFNLj3pTiNXOZsWYxf,0.812,0.586,4,-6.505,0,0.0654,0.0735,0.0,0.106,0.323,100.062,165123,4,0.35885975908867934
Blue Velour,Felly,59080,22Ha4lESvWPzT2Bq3meu5u,0.751,0.747,11,-10.493,0,0.233,0.000602,0.0,0.144,0.622,137.918,126133,4,0.46839447250124866
CAN'T GET OVER YOU (feat. Clams Casino),Joji,59020,39oeKRgsLeynDIbWuXyA47,0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,107077,4,0.5511921327642725
Plastic 100°C,Sampha,58766,0P5bg4JX1fUplClPC0nkUS,0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,316188,4,0.18585778081394613
Painkiller Paradise,Lou The Human,58358,7nPYDqurKtIWSiwFv99rf1,0.648,0.825,9,-2.84,0,0.237,0.0119,0.0,0.139,0.339,119.731,213391,5,0.27347920015370847
Stolen Moments,Cautious Clay,57975,3z2yfA8yko5CE5QObwvSgG,0.434,0.211,10,-9.371,1,0.0506,0.829,0.0,0.104,0.202,170.597,137638,4,0.42121361833214666
Flat Tummy Tea,Freddie Gibbs,57706,64dJmklBrioZ825A838QtG,0.558,0.914,9,-6.19,1,0.361,0.25,0.0,0.365,0.623,92.033,154573,4,0.37332522497460746
For the F^_^k Of It,Snakehips,57478,7mOVlQvpqrji4h2CsNWFYk,0.826,0.634,0,-4.0,1,0.122,0.402,0.0,0.293,0.778,147.996,190595,4,0.30157139484246703
buy me diamonds,Bea Miller,56993,7uki6xMVoqcnF5BnMakRuk,0.418,0.85,10,-2.297,0,0.104,0.0824,2.4e-06,0.0621,0.543,96.358,193840,4,0.29402084193148986
Don't Like.1 - Live from Spotify SXSW 2014,Pusha T,56720,0KJrs40R5MHgVFJa9Rb0tD,0.689,0.75,6,-4.262,0,0.351,0.453,0.0,0.727,0.564,99.333,56720,3,1.0
See I Miss Pt. 2 (feat. Marsha Ambrosius),GoldLink,56614,3eikvwHmI735w9ATMEyB9u,0.749,0.477,10,-9.849,0,0.381,0.688,2.7e-05,0.0925,0.755,134.963,250679,4,0.22584261146725493
HENCH MAFIA,Comethazine,56588,59szNf58dJ8WqOKOgf3Fpz,0.87,0.535,0,-9.36,1,0.522,0.0914,0.0,0.0977,0.891,145.026,102727,3,0.5508580996232734
Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,56560,1ZnA4VYOlYIShuGt60LmCs,0.788,0.409,9,-11.917,1,0.881,0.982,0.000203,0.11,0.925,72.623,56560,4,1.0
Whitney (feat. Chief Keef),Lil Pump,56306,2GS2KrTRKQKeK4zYW4k9V2,0.868,0.541,9,-7.584,1,0.149,0.0883,1.25e-06,0.223,0.305,140.015,192000,4,0.2932604166666667
bloodline,Ariana Grande,56036,2hloaUoRonYssMuqLCBLTX,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4,0.25835780776696343
Robbery,Juice WRLD,55637,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,240051,5,0.2317715818721855
Voyance,M83,55420,32vBBu4Li4Ec3BPMcalmmP,0.63,0.294,10,-13.925,0,0.0286,0.947,0.882,0.102,0.564,95.034,99282,3,0.558207932958643
Kick Out The Epic Motherf**ker - Vocal Version,Dada Life,55380,5B4RzgnBLi7BU1CLQ4j0Nw,0.519,0.819,4,-5.915,1,0.0597,0.00132,0.000113,0.0932,0.263,127.941,207773,4,0.26654088837336903
Muddy Blunts,$uicideBoy$,55238,0MsOQYWpwActqMERHaQ3Yg,0.881,0.633,1,-6.647,0,0.0683,0.0524,6.72e-06,0.158,0.335,121.922,187454,4,0.29467496025691636
I Did Something Bad,Taylor Swift,55119,4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4,0.2313465098026048
Billy Not Really,Death Grips,54998,6dxm3Z8U4lOJTWo6cGVDCR,0.304,0.923,5,-4.005,0,0.43,0.129,0.0,0.623,0.468,150.795,228782,4,0.24039478630311825
Please Tell Me,Future,54833,4ANFPo7dzs2DdPuONXC9bp,0.881,0.549,10,-5.589,1,0.272,0.0091,0.0,0.137,0.202,144.019,204520,4,0.26810580872286327
Location Remote,Curren$y,54397,6Winqb2Zb4ijvkdiwd0bmb,0.396,0.527,1,-9.258,1,0.306,0.0813,0.0,0.361,0.167,78.848,175707,4,0.3095892593920561
Chicago Boy,Ari Lennox,54225,0Gx7phIMvHVT7pXk03h0rH,0.675,0.397,6,-7.675,0,0.0413,0.496,5.66e-06,0.333,0.322,119.395,288659,4,0.18785140944851883
I Told You/ Another One,Tory Lanez,54116,22DTcztiOHGZ3X6RmlFLdC,0.564,0.541,8,-8.848,1,0.214,0.01,0.0,0.27,0.16,146.938,393120,4,0.13765771265771265
Don't Save Me,Marshmello,54093,729WIUjxIG67whWORcTYpt,0.902,0.73,7,-3.077,1,0.13,0.0153,0.0,0.0933,0.4,100.047,186890,4,0.2894376371127401
Ezra,Flume,53781,0fnwkQrgavFSaGZaCmjqsY,0.582,0.544,4,-5.616,0,0.0397,0.395,0.00698,0.173,0.398,89.876,217188,4,0.24762417813138848
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,53748,74lnM5V6ecvoTPV0fvptx9,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4,0.3230048076923077
Bird's Nest,Warhol.SS,53486,58JBc8TrX72POr2WD6R26K,0.943,0.73,10,-5.205,0,0.338,0.0994,0.0,0.0913,0.709,132.035,127320,4,0.420091109016651
Jukebox Joints,A$AP Rocky,53466,2gAGWaK4wvt2xrFUlR4mK8,0.284,0.797,2,-5.293,0,0.158,0.303,0.0,0.242,0.556,67.984,323960,4,0.16503889369057909
Unfold,Alina Baraz,53283,2iXWHGaJZPUUKzuvVDumra,0.638,0.5,9,-8.714,0,0.0375,0.675,0.00117,0.235,0.194,111.945,272143,4,0.1957904484039641
Trouble On Central,Buddy,53115,3tsFWhe45D6CGFSMA77T3B,0.812,0.448,1,-6.621,0,0.0666,0.233,0.000272,0.13,0.576,99.958,187427,4,0.2833903333030993
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,53110,6AoYWCzsDls6c61Zp5qTuU,0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.012,290836,4,0.1826115061409179
Wild Honey Pie - Remastered 2009,The Beatles,52973,6j67aNAPeQ31uw4qw4rpLa,0.792,0.763,2,-11.185,1,0.0506,0.425,0.627,0.789,0.152,89.9,52973,4,1.0
The Policeman Is Dead,Current 93,52932,6IZ8VN1e1rauTjwCZH3XCS,0.566,0.365,5,-12.747,0,0.0416,0.791,7.67e-06,0.684,0.52,129.883,328093,4,0.1613323051695708
"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,52849,42k9e2hgl98IdgkXLg4pxs,0.636,0.501,11,-7.26,0,0.329,0.413,0.0,0.339,0.196,82.309,265120,4,0.19933992154496077
Black Skinhead,Kanye West,52771,722tgOgdIbNe3BEyLnejw4,0.766,0.821,1,-6.124,1,0.268,0.00112,0.0,0.168,0.299,130.073,188013,4,0.28067739996702357
Chandelier (feat. Lil Pump),Smokepurpp,52240,0l7ayh1yARcCFKA6rkBC8Q,0.907,0.346,1,-6.744,1,0.449,0.188,0.0,0.092,0.821,139.786,146143,4,0.35745810610155804
Won't Believe (feat. ScHoolboy Q),Higher Brothers,52157,7l0WDHafkQS5hZQTFcoQlG,0.813,0.714,8,-4.57,1,0.308,0.0697,0.0,0.061,0.539,80.051,214500,4,0.24315617715617716
Offence,Little Simz,52151,4cakdyTV2GRb9ktqBNMChH,0.776,0.811,2,-5.273,1,0.0876,0.069,0.000494,0.333,0.582,116.696,168522,4,0.30946107926561517
I'm Drunk And Confused,sagun,52060,6ZGqVXaJmhbYAK2DF8mWRR,0.706,0.21,1,-21.867,0,0.0603,0.74,0.817,0.0938,0.246,139.888,156000,4,0.33371794871794874
Goca Dünya,Altin Gün,52026,5QO3UJc1gF1ummP75n2b3R,0.738,0.683,4,-5.099,0,0.0622,0.0485,0.000728,0.0692,0.802,97.484,240093,4,0.21669103222501282
Shit Real (feat. Tee Grizzley),Jay Rock,51755,73FGHY5jZ1b6Ia1o15UPqC,0.839,0.678,8,-6.865,0,0.148,0.28,2.05e-05,0.118,0.303,104.02,140339,4,0.368785583480002
Johnny Bratton - take 4,Miles Davis,51680,2r2PuIJ2fRcxE44SDO7x5G,0.305,0.571,10,-6.657,1,0.0347,0.0444,0.283,0.107,0.464,168.153,497267,4,0.10392807083518513
The Explanation,XXXTENTACION,50747,0VJYhKhrHgJ7fgjGaC2k07,0.597,0.113,0,-34.475,1,0.954,0.461,0.000393,0.148,0.313,81.311,50748,5,0.9999802947899424
Stay Fly - Explicit Album Version,Three 6 Mafia,50547,5MYFw4T2gy52pOGBN4EYHS,0.789,0.881,11,-5.758,1,0.0331,0.108,0.0,0.355,0.647,133.301,236600,4,0.21363905325443788
Low Life,Future,50440,7EiZI6JVHllARrX9PUvAdX,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547,4,0.1608690244205813
Limitless,Logic,50162,20EmzsRBgZSEVbZWp0fqtx,0.838,0.776,0,-3.125,1,0.0933,0.0435,0.000121,0.0924,0.715,155.059,244680,4,0.20501062612391696
Silicon Valley,Anderson .Paak,50118,6zyXhzPJg7dCGuC5ToIxqN,0.545,0.451,3,-9.166,0,0.194,0.302,0.0,0.382,0.502,115.21,244840,4,0.20469694494363666
REEL IT IN,Aminé,49723,5qHirGR7M9tdm6C17DlzSY,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4,0.40975879090542
Navajo,Masego,49092,6zWU7YALeEDMcPGhKKZJhV,0.567,0.593,6,-7.404,0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157,4,0.2528469228510947
Stranger Things,Joyner Lucas,48792,34I0nBvoE0ZXmqbKiJ5BWS,0.867,0.663,10,-5.838,0,0.178,0.443,0.0,0.117,0.481,121.978,219733,4,0.22205130772346438
PMW (All I Really Need) (feat. ScHoolboy Q),A$AP Rocky,48665,5oeKoJMi9g6GXEbtz1ta0f,0.705,0.747,1,-4.542,1,0.0484,0.000361,0.0,0.311,0.29,129.973,234773,4,0.20728533519612563
Dark Things,Vic Mensa,48563,7rY1py6YVjgxYPYTi5z460,0.572,0.577,10,-6.044,0,0.135,0.00893,0.0,0.166,0.25,161.905,192467,4,0.25231857928891704
Hyperreal,Flume,48554,5NsruZ9uIydV0A196WZjkV,0.675,0.843,11,-5.205,0,0.3,0.0358,0.064,0.152,0.536,110.034,254063,4,0.1911100789961545
infinity (888) - feat. Joey Bada$$,XXXTENTACION,48338,7J2gyNghNTzl4EsLhXp01Q,0.562,0.579,10,-6.788,0,0.484,0.274,0.0,0.102,0.577,84.143,176591,4,0.2737285592130969
Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,48150,7tMCIOFe99cWEYr21wfsDp,0.835,0.692,10,-6.514,0,0.114,0.248,0.000161,0.295,0.829,108.296,315840,4,0.15245060790273557
I Wanna Know - Instrumental,RL Grime,48127,0OtaWWUurmmWuvedDoUnVf,0.447,0.768,10,-6.917,1,0.0416,0.441,0.828,0.139,0.114,165.098,206727,4,0.2328046167167327
Ecstasy (feat. Jeremih),Dreezy,48072,5o54O3MOnMvcPTmkguYkwg,0.889,0.451,10,-7.77,0,0.0662,0.261,0.0,0.0465,0.635,104.043,187061,4,0.25698568916022047
Here Now (Intro),Snoh Aalegra,47953,0HChF6Z7HkPDBWQHLISGxN,0.642,0.438,7,-8.539,1,0.31,0.718,0.0,0.634,0.308,79.877,47953,4,1.0
GET MONEY BROS.,Lil Yachty,47112,6asKJPlXOTx6BLyGnEAagB,0.857,0.386,1,-6.768,1,0.251,0.143,0.0,0.0909,0.188,119.93,160297,4,0.2939044398834663
Sundress,A$AP Rocky,47020,2aPTvyE09vUCRwVvj0I8WK,0.721,0.704,6,-6.364,1,0.0606,0.176,3.71e-06,0.143,0.735,125.004,158206,4,0.2972074384030947
Shoulda - Instrumental,RL Grime,46985,4x2jKp3e7Hp9GCiCf0flLk,0.568,0.823,2,-4.265,0,0.0365,0.0135,0.788,0.372,0.0367,132.004,232841,4,0.2017900627466812
Sanguine Paradise,Lil Uzi Vert,46905,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,0.19225251664098109
Black Balloons Reprise,Flying Lotus,46862,2csZLnXBMuw6ETZuRxdUZF,0.647,0.72,5,-6.104,0,0.14,0.0945,0.0,0.121,0.134,88.061,161972,4,0.28932161114266663
High End Country (Interlude),Big K.R.I.T.,46421,7DDF2bWZraiAHBRlzn5Z06,0.732,0.261,6,-12.747,0,0.904,0.552,0.0,0.545,0.832,40.223,46422,3,0.9999784584895093
Hustla’s Story (feat. Kendrick Lamar),Cozz,46284,4J56uEZtgVjuTi27Rvclag,0.664,0.834,2,-3.461,1,0.838,0.236,0.0,0.744,0.385,140.116,268372,4,0.17246210483955107
Deal Wit It,DaBaby,46245,3yXP1unIs1X9U5FbEarv7e,0.837,0.691,9,-6.407,1,0.337,0.012,0.0,0.191,0.675,162.114,68147,4,0.6786065417406489
Ok Pal,M83,46087,0xAOmpRlrqsr0afkC3NzVU,0.532,0.898,6,-4.648,1,0.0538,0.00586,4.13e-05,0.0992,0.237,105.973,238120,4,0.19354527129178564
Money In The Grave (Drake ft. Rick Ross),Drake,45938,5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4,0.223622016580099
Gonna Love Me,Teyana Taylor,45793,3nXrCAE44KlevAkQB2XWcN,0.514,0.506,10,-7.095,0,0.28,0.402,2.56e-05,0.191,0.312,88.044,166998,4,0.27421286482472845
Nine in the Afternoon - Single Mix,Panic! At The Disco,45763,1S30kHvkkdMkcuCTGSgS41,0.405,0.689,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189,191560,4,0.23889642931718522
London Calling - Remastered,The Clash,45720,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,200480,4,0.22805267358339984
Brujas,Princess Nokia,45610,4a925uZhSr6NAeD7RvgLhH,0.94,0.716,2,-8.459,1,0.236,0.0688,0.000136,0.0914,0.676,140.037,178917,4,0.2549226736419681
Obvious (feat. Rico Love),Big K.R.I.T.,45533,3cTEbUCgeaismV1mGpHBRx,0.825,0.808,2,-5.673,1,0.256,0.157,7.03e-06,0.692,0.579,94.99,203458,4,0.22379557451660784
Gives You Hell,The All-American Rejects,45533,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4,0.21366262018610369
Momma I Hit A Lick (feat. Kendrick Lamar),2 Chainz,45383,7jKUnzzOGhAlPjr7LkIUlE,0.796,0.467,11,-6.293,1,0.34,0.202,3.32e-05,0.206,0.4,179.974,173760,3,0.2611820902394107
I Want To Believe,$uicideBoy$,45120,7BECjy4nQHco8yQ16hE1Sr,0.58,0.819,6,-2.268,1,0.146,0.207,0.0,0.447,0.201,126.769,82260,4,0.5485047410649161
One Last Time,Ariana Grande,45059,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4,0.22841630886057981
Rose Quartz,Toro y Moi,45045,6b7z3keZ5gDJ2zBnyrke9P,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,253108,4,0.17796750794127408
Percy Interlude,Mick Jenkins,44957,68QJVJJRoFXIQT6VW0dOTI,0.592,0.599,11,-12.448,1,0.509,0.961,0.000948,0.445,0.133,114.522,44957,4,1.0
304 (feat. Kossisko),ALLBLACK,44786,2lR82aN1mLrcCHrRRBIHlB,0.853,0.55,1,-12.47,0,0.192,0.0212,0.0,0.125,0.406,116.062,184105,4,0.2432633551505934
The Fires of Frustration,Deathspell Omega,44680,3MBVYOeHoHR8CnRr1I5tib,0.171,0.998,2,-5.158,1,0.188,2.79e-06,0.736,0.306,0.0271,114.964,299376,4,0.14924376035487147
To Ü (feat. AlunaGeorge),Jack Ü,44539,3UgSQu6WwrXfKKDq019IHE,0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160.165,237000,4,0.1879282700421941
Where'd U Go,ILLENIUM,44217,2oL0HIuo0cxIycDtJWbpuN,0.464,0.637,2,-4.37,1,0.0694,0.0302,3.37e-05,0.0876,0.281,186.1,184556,4,0.23958581677106136
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",43878,5e4LIAQI0bClLazNf2gZV0,0.0,0.478,11,-16.569,0,0.0,0.927,0.0,0.335,0.0,0.0,14627,0,2.9997948998427564
Troop (feat. Smino),tobi lou,43868,6OyDjQiFgIX4JnnfQ9zYf8,0.881,0.357,9,-9.657,1,0.0765,0.507,0.0,0.114,0.55,109.973,266182,4,0.16480453223734137
Fyl,SMLE,43700,2XcG1nMjOCvyVTqx7zw5NA,0.683,0.679,0,-5.473,1,0.167,0.0763,4.33e-06,0.13,0.409,98.023,181224,4,0.24113803911181741
Crave You,Flight Facilities,43330,4ESWJepzBtY2lR9oZDYVaP,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,0.317,120.043,234787,4,0.18455025193047314
II. Zealots of Stockholm [Free Information],Childish Gambino,43328,4J5vBoKj2w2mBXbGqNDFYV,0.24,0.402,6,-11.734,1,0.0875,0.0863,0.0003,0.281,0.0959,73.575,290706,5,0.14904405137836851
Freestyle 4,Kanye West,43301,6wfzokDylbrJzrJcpnBkcy,0.564,0.537,9,-8.381,0,0.095,0.0449,0.0,0.0907,0.459,126.036,123387,4,0.35093648439462827
"O.K. (feat. Tyler, The Creator) [Bonus Track]",Mac Miller,43133,5Zxag6MRK1YCumP1XP3lZg,0.815,0.741,1,-6.862,1,0.43,0.0579,0.0,0.223,0.765,115.213,160869,4,0.2681249961148512
Chaotic,LOOΠΔ / ODD EYE CIRCLE,43003,4wOXL5AcwYT1Lc8IuqZfot,0.723,0.784,0,-4.443,0,0.122,0.552,0.0,0.0607,0.776,135.868,239347,4,0.17966801338642222
Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,42906,4KXwFI9pgJLpUIAc9oSL8j,0.507,0.606,8,-8.758,1,0.452,0.185,0.0,0.174,0.202,180.607,272307,4,0.1575648073681543
Short Kings Anthem,blackbear,42740,6URlKrAIlJJwHnHxxXWywt,0.9,0.691,8,-3.888,0,0.107,0.0974,0.0,0.141,0.854,98.011,159184,4,0.2684943210372902
FYBR (First Year Being Rich),A$AP Mob,42704,1jNrotshHZUS2wj7MU6Lw9,0.921,0.442,1,-6.347,1,0.287,0.194,6.11e-06,0.0907,0.0552,124.055,211840,4,0.20158610271903324
Bruh...,Lil Dicky,42690,7F6oEeRgjOoesYz8qOov7p,0.906,0.888,2,-7.275,1,0.152,0.182,0.0,0.934,0.756,105.991,262985,4,0.16232864992299942
Buss It (feat. Chris Brown),Sage The Gemini,42599,1v5B5Cmfh7IDevxQqlSo0M,0.831,0.504,4,-5.846,0,0.0532,0.00882,0.0,0.104,0.26,92.54,159358,4,0.26731635688198896
Noticed,Lil Mosey,42490,7zLYKWcXnYeHHWidalz7rj,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4,0.25751515151515153
Lord Vader Kush II,Denzel Curry,42410,4Djz7O3kZKbjCpieY9cSXY,0.782,0.649,11,-9.23,0,0.0541,0.0705,1.42e-06,0.169,0.0829,123.981,273864,4,0.15485788566587796
Mothership Connection (Star Child),Parliament,42395,7rLAPi81R7qlVqgXfykdEL,0.662,0.585,8,-10.238,0,0.101,0.531,1.08e-05,0.443,0.829,89.212,373213,4,0.1135946497040564
Blue in Green,Miles Davis,42280,0aWMVrwxPNYkKmFthzmpRi,0.421,0.0161,2,-25.358,0,0.0374,0.81,0.0021,0.0978,0.16,110.926,337733,4,0.12518764823099904
Nameless,Lil Keed,42039,4itETlhUWW6GFzYZwEL8do,0.875,0.568,11,-8.619,0,0.34,0.0357,0.0,0.113,0.648,140.082,185267,4,0.22691035100692514
Minnesota,Lil Yachty,41827,4XkOcWt0C2JX1s2RXybosk,0.812,0.648,2,-4.994,1,0.0887,0.0951,0.0,0.11,0.246,130.022,268115,4,0.1560039535274043
Chicago Diner,Kota the Friend,41812,7xDy9Jii27dcxtdXWugbqz,0.84,0.574,6,-7.946,1,0.054,0.644,9.65e-05,0.107,0.386,133.057,175038,4,0.2388738445366149
SOMETHING ABOUT HIM,BROCKHAMPTON,41710,2S11ZvEfuFSqInfxWxkx36,0.702,0.64,6,-9.108,1,0.18,0.579,0.0,0.14,0.619,79.924,93547,4,0.44587212844880114
Lava,Still Woozy,41591,2dIeraguJ8SoHDqXfSZelZ,0.62,0.616,1,-10.071,1,0.143,0.304,0.00954,0.264,0.67,169.139,157303,4,0.2644005518013007
Batman,Jaden,41302,3aC9IY1oAAb0WeFeYebriD,0.676,0.585,3,-7.161,1,0.101,0.255,1.4e-06,0.118,0.253,139.939,184929,4,0.22333976823537682
Can't Stop,Red Hot Chili Peppers,41296,3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4,0.1535167286245353
Girls Need Love (with Drake) - Remix,Summer Walker,40400,14SaZBTjxlorHJQxXh01Hu,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4,0.1816759153498161
Rob Me a N*gga (feat. Alley Boy),Freddie Gibbs,40400,4lnzCvqlMKPJKPRtjiabUL,0.713,0.839,10,-4.454,0,0.0411,0.00558,0.0,0.111,0.216,119.991,234373,4,0.1723748042649964
No Dummy,OHNO,40183,7iHjBDMQ4mPAIfqujmOyTk,0.484,0.656,7,-8.334,0,0.796,0.191,0.0,0.074,0.561,87.858,232500,4,0.17283010752688172
Str8 Outta Mumbai,Jai Paul,39626,3pROf3AwBDvr2LaGfpZFnT,0.716,0.74,9,-4.437,0,0.262,0.0625,0.0,0.156,0.597,114.916,162480,4,0.24388232397833579
I Can't Fall in Love Without You,Zara Larsson,39518,4VPXFi4vFTtS9wHe6oMQaT,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,180640,4,0.2187666076173605
Nomadic (feat. Joji),Higher Brothers,39356,4fq9ldVbZ57iYFGrKpDLj0,0.84,0.536,4,-7.652,0,0.158,0.0501,0.000248,0.73,0.56,75.013,244800,4,0.16076797385620914
Bones (feat. OneRepublic) - eSQUIRE Remix,Galantis,39313,1QPPoK0c2AgZWhimrCwOSd,0.626,0.871,9,-4.831,0,0.0441,0.0108,2.5e-06,0.393,0.215,125.029,210148,4,0.18707292003730705
Bad Girls Club (feat. J. Cole),Wale,39284,3KVPTDRY4DqQkoxanXt4mH,0.727,0.786,6,-5.486,1,0.159,0.0378,0.0,0.161,0.57,93.987,272773,4,0.14401718645173825
Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie,39128,3hv6ndi7uFT9L9wrhQCsqY,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976,151851,4,0.2576736406082278
